,Developer,Game Title
1909,Cellius,Ridge Racer (2012)
1910,Kojima Productions,Metal Gear Solid 3: Snake Eater
1911,KCEJ,Metal Gear Solid 3: Snake Eater
1912,Team Ninja,Ninja Gaiden Sigma
1913,Starbreeze,Syndicate (2012)
1914,UBlart Montpellier,Rayman Origins
1915,Remedy Entertainment,Alan Wake's American Nightmare
1916,DrinkBox Studios,Tales From Space: Mutant Blobs Attack
1917,Capcom,Ultimate Marvel vs. Capcom 3
1918,Artoon,The Last Story
1919,Mistwalker,The Last Story
1920,EA Canada,SSX
1921,Wadjet Eye Games,Da New Guys: Day of the Jackass
1922,Remedy Entertainment,Alan Wake
1923,EA Canada,SSX
1924,"Entersphere, Inc.",Army Corps of Hell
1925,CyberConnect2,Asura's Wrath
1926,CyberConnect2,Asura's Wrath
1927,ATLUS,Shin Megami Tensei: Devil Survivor 2
1928,Fun Bits,Escape Plan
1929,ThatGameCompany,Journey
1930,Tricky Pixels,Journey
1931,BioWare,Mass Effect 3
1932,Straight Right,Mass Effect 3
1933,BioWare,Mass Effect 3
1934,Straight Right,Mass Effect 3
1935,BioWare,Mass Effect 3
1936,Straight Right,Mass Effect 3
1937,IllFonic,Nexuiz
1938,Capcom,Street Fighter X Tekken
1939,QLOC,Street Fighter X Tekken
1940,Capcom,Street Fighter X Tekken
1941,QLOC,Street Fighter X Tekken
1942,Hijinx Studios,Silent Hill HD Collection
1943,Konami,Silent Hill HD Collection
1944,SCEA San Diego Studios,MLB 12: The Show
1945,Ubisoft Shanghai,I Am Alive
1946,Devils Details,Binary Domain
1947,Sega,Binary Domain
1948,Devils Details,Binary Domain
1949,Sega,Binary Domain
1950,Bigmoon Studios,Jagged Alliance: Back in Action
1951,Kalypso,Jagged Alliance: Back in Action
1952,Coreplay,Jagged Alliance: Back in Action
1953,Eugen Systems,Wargame: European Escalation
1954,Zipper Interactive,Unit 13
1955,Visual Concepts,Major League Baseball 2K12
1956,Visual Concepts,Major League Baseball 2K12
1957,Fluttermind,Incoboto
1958,SCEA San Diego Studios,MLB 12: The Show
1959,Vatra,Silent Hill: Downpour
1960,Konami,Silent Hill: Downpour
1961,Nd Cube,Mario Party 9
1962,Microsoft Game Studios,Microsoft Flight
1963,Microsoft Game Studios,Microsoft Flight - Hawaiian Adventure Pack
1964,Biart,Deep Black: Reloaded
1965,Acquire,Shinobido 2: Revenge of Zen
1966,Vatra,Silent Hill: Downpour
1967,Konami,Silent Hill: Downpour
1968,EA Sports,FIFA Street (2012)
1969,EA Sports,FIFA Street (2012)
1970,Double Fine Productions,Stacking
1971,Demiurge Studios,Shoot Many Robots
1972,Demiurge Studios,Shoot Many Robots
1973,Gaijin Entertainment,Blades of Time
1974,Gaijin Entertainment,Blades of Time
1975,CyberConnect2,Naruto Shippuden: Ultimate Ninja Storm Generations
1976,Slant Six,Resident Evil: Operation Raccoon City
1977,CyberConnect2,Naruto Shippuden: Ultimate Ninja Storm Generations
1978,Slant Six,Resident Evil: Operation Raccoon City
1979,Little Green Men,Starpoint Gemini
1980,Team Ninja,Ninja Gaiden 3
1981,Project Sora,Kid Icarus: Uprising
1982,Trapdoor,Warp
1983,Ryu ga Gotoku Studios,Yakuza: Dead Souls
1984,From Software,Armored Core V
1985,From Software,Armored Core V
1986,Rovio Entertainment Ltd,Angry Birds Space
1987,Rovio Entertainment Ltd,Angry Birds Space
1988,Team Ninja,Ninja Gaiden 3
1989,Acquire,Sumioni: Demon Arts
1990,Digital Reality,Sine Mora
1991,Grasshopper Manufacture,Sine Mora
1992,Bugbear,Ridge Racer Unbounded
1993,Bugbear,Ridge Racer Unbounded
1994,Electronic Arts,Tiger Woods PGA Tour 13
1995,Pendulo Studios,Yesterday
1996,Other Ocean Interactive,South Park: Tenorman's Revenge
1997,Electronic Arts,Tiger Woods PGA Tour 13
1998,Terminal Reality,Kinect Star Wars
1999,Bugbear,Ridge Racer Unbounded
2000,Lab Zero Games,Skullgirls: Encore
2001,Paradox Interactive,Gettysburg: Armored Warfare
2002,Lab Zero Games,Skullgirls: Encore
2003,Polytron Corp.,Fez
2004,11 bit studios,Anomaly: Warzone Earth
2005,Playbrains,World Gone Sour
2006,Playbrains,World Gone Sour
2007,CD Projekt Red Studio,The Witcher 2: Assassins of Kings
2008,Amanita Design,Botanicula
2009,Ganbarion,Pandora's Tower
2010,Cyanide,Confrontation
2011,Almost Human,Legend of Grimrock
2012,Traveller's Tales,LEGO Harry Potter: Years 5-7
2013,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 5-7
2014,Hi-Rez Studios,Tribes: Ascend
2015,1C-Softclub,Men of War: Condemned Heroes
2016,Turbo Tape Games,Naval War: Arctic Circle
2017,Delta Factory,Phantom Breaker
2018,Capybara Games,Superbrothers: Sword & Sworcery EP
2019,EA Sports,FIFA Soccer 12
2020,Electronic Arts,FIFA Soccer 12
2021,EA Canada,FIFA Soccer 12
2022,EA Sports,FIFA Soccer 12
2023,Electronic Arts,FIFA Soccer 12
2024,EA Canada,FIFA Soccer 12
2025,Namco Bandai Games,Tales of Graces F
2026,Ubisoft,Trials Evolution
2027,RedLynx,Trials Evolution
2028,Radical Entertainment,Prototype 2
2029,Radical Entertainment,Prototype 2
2030,Telltale Games,The Walking Dead: A Telltale Games Series
2031,Square Enix,The Walking Dead: A Telltale Games Series
2032,Telltale Games,The Walking Dead: A Telltale Games Series
2033,Square Enix,The Walking Dead: A Telltale Games Series
2034,Climax Group,Bloodforge
2035,NetherRealm Studios,Mortal Kombat (2011)
2036,Telltale Games,The Walking Dead: A Telltale Games Series
2037,Square Enix,The Walking Dead: A Telltale Games Series
2038,Lionhead Studios,Fable Heroes
2039,Rebellion,Sniper Elite V2
2040,Rebellion,Sniper Elite V2
2041,Piranha Bytes,Risen 2: Dark Waters
2042,superflat games,Lone Survivor
2043,Curve Studios,Lone Survivor
2044,exDream,Fireburst
2045,"Arcen Games, LLC",A Valley Without Wind
2046,Dark Artz Entertainment,Revelations 2012
2047,LightBox Interactive,Starhawk
2048,Notch,Minecraft
2049,Mojang AB,Minecraft
2050,4J Studios,Minecraft
2051,Capcom,Street Fighter X Tekken
2052,QLOC,Street Fighter X Tekken
2053,Plastic,Datura
2054,Ronimo Games,Awesomenauts
2055,Abstraction Games,Awesomenauts
2056,Kalypso,Port Royale 3: Pirates and Merchants
2057,Camelot Software Planning,Mario Tennis Open
2058,Rockstar Studios,Max Payne 3
2059,Rockstar Studios,Max Payne 3
2060,Cave,Akai Katana Shin
2061,Bluehole Studio,TERA
2062,En Masse Entertainment,TERA
2063,Cyanide,Game of Thrones
2064,Ino-Co,Warlock: Master of the Arcane
2065,Cyanide,Game of Thrones
2066,Sonic Team,Sonic the Hedgehog 4: Episode II
2067,Sega,Sonic the Hedgehog 4: Episode II
2068,TOSE,Sonic the Hedgehog 4: Episode II
2069,Dimps Corporation,Sonic the Hedgehog 4: Episode II
2070,Ubisoft Paris,Tom Clancy's Ghost Recon: Future Soldier
2071,Sonic Team,Sonic the Hedgehog 4: Episode II
2072,Sega,Sonic the Hedgehog 4: Episode II
2073,TOSE,Sonic the Hedgehog 4: Episode II
2074,Dimps Corporation,Sonic the Hedgehog 4: Episode II
2075,Sonic Team,Sonic the Hedgehog 4: Episode II
2076,Sega,Sonic the Hedgehog 4: Episode II
2077,TOSE,Sonic the Hedgehog 4: Episode II
2078,Dimps Corporation,Sonic the Hedgehog 4: Episode II
2079,Blizzard Entertainment,Diablo III
2080,Activision,Diablo III
2081,Codemasters,DiRT Showdown
2082,Slant Six,Resident Evil: Operation Raccoon City
2083,Magic Pockets,Battleship (2012)
2084,Double Helix Games,Battleship (2012)
2085,Electronic Arts,Battleship (2012)
2086,ReadySoft,Dragon's Lair
2087,Visionary Design Technologies,Dragon's Lair
2088,Cinematronics,Dragon's Lair
2089,Readysoft Inc.,Dragon's Lair
2090,Superclub,Dragon's Lair
2091,Wizardry Engineering,Dragon's Lair
2092,United Coders,Dragon's Lair
2093,Digital Leisure Inc.,Dragon's Lair
2094,Digital Eclipse,Dragon's Lair
2095,Code Mystics Inc.,Dragon's Lair
2096,MMJ Games,Dragon's Lair
2097,Gamepires,Combat Carnage
2098,Nihilistic,Resistance: Burning Skies
2099,Capcom,Dragon's Dogma
2100,Capcom,Dragon's Dogma
2101,SuperMassive Games,Doctor Who: The Eternity Clock
2102,Techland,Mad Riders
2103,Feral Interactive,Batman: Arkham City
2104,Rocksteady Studios,Batman: Arkham City
2105,WB Games Montreal,Batman: Arkham City
2106,Remedy Entertainment,Alan Wake's American Nightmare
2107,Codemasters,DiRT Showdown
2108,The Workshop,Sorcery
2109,FUN Labs,Men in Black: Alien Crisis
2110,FUN Labs,Men in Black: Alien Crisis
2111,Fishing Cactus,Shifting World
2112,Saber Interactive,Inversion
2113,Frogwares,World of Battles: Morningstar
2114,X1 Software,Iron Front: Liberation 1944
2115,Gust,Atelier Meruru: The Apprentice of Arland
2116,Benjamin Rivers,Home
2117,Bluepoint Games,Gravity Rush
2118,SCE Japan Studio,Gravity Rush
2119,Mondo Productions,Babel Rising
2120,Sega AM2,Virtua Fighter 5: Final Showdown
2121,Sega AM2,Virtua Fighter 5: Final Showdown
2122,Grasshopper Manufacture,Lollipop Chainsaw
2123,Rockstar Studios,Max Payne 3
2124,Grasshopper Manufacture,Lollipop Chainsaw
2125,FuturLab,Velocity
2126,From Software,Steel Battalion: Heavy Armor
2127,Koei,Pokemon Conquest
2128,Firaxis Games,Sid Meier's Civilization V
2129,2K Games,Sid Meier's Civilization V
2130,Airtight Games,Quantum Conundrum
2131,TT Games,LEGO Batman 2: DC Super Heroes
2132,Playcast-media,LEGO Batman 2: DC Super Heroes
2133,Traveller's Tales,LEGO Batman 2: DC Super Heroes
2134,Beenox,The Amazing Spider-Man
2135,Gameloft,The Amazing Spider-Man
2136,Other Ocean Interactive,The Amazing Spider-Man
2137,Mercenary Technology,The Amazing Spider-Man
2138,TT Games,LEGO Batman 2: DC Super Heroes
2139,Playcast-media,LEGO Batman 2: DC Super Heroes
2140,Traveller's Tales,LEGO Batman 2: DC Super Heroes
2141,Daedalic Entertainment,Deponia
2142,Beenox,The Amazing Spider-Man
2143,Gameloft,The Amazing Spider-Man
2144,Other Ocean Interactive,The Amazing Spider-Man
2145,Mercenary Technology,The Amazing Spider-Man
2146,Yager,Spec Ops: The Line
2147,Yager,Spec Ops: The Line
2148,Genki,Metal Gear Solid HD Collection
2149,Bluepoint Games,Metal Gear Solid HD Collection
2150,Zeboyd Games,Penny Arcade Adventures: Episode Three
2151,TinkerHouse Games,Penny Arcade Adventures: Episode Three
2152,Mike Bithell,Thomas Was Alone
2153,Yager,Spec Ops: The Line
2154,Ironclad Games,Sins of a Solar Empire: Rebellion
2155,Indies Zero ,Theatrhythm Final Fantasy
2156,Square Enix,Theatrhythm Final Fantasy
2157,Telltale Games,The Walking Dead: A Telltale Games Series
2158,Square Enix,The Walking Dead: A Telltale Games Series
2159,xii games,Resonance
2160,Ubisoft Paris,Tom Clancy's Ghost Recon: Future Soldier
2161,Bethesda Game Studios,The Elder Scrolls V: Skyrim
2162,Derek Yu,Spelunky
2163,Mossmouth,Spelunky
2164,Fatshark AB,Krater
2165,Koei Tecmo Games,Project Zero 2: Wii Edition
2166,Hydravision,Dungeon Twister
2167,Amplitude Studios ,Endless Space
2168,EA Tiburon,NCAA Football 13
2169,Slightly Mad Studios,Test Drive: Ferrari Racing Legends
2170,Atari SA,Test Drive: Ferrari Racing Legends
2171,Funcom,The Secret World
2172,Brain Candy,Fray (2011)
2173,E-One Studio,Hoodwink
2174,Sega Studios Australia,London 2012 - The Official Video Game of the Olympic Games
2175,Sega Studios Australia,London 2012 - The Official Video Game of the Olympic Games
2176,Airtight Games,Quantum Conundrum
2177,Airtight Games,Quantum Conundrum
2178,Daedalic Entertainment,The Dark Eye: Chains of Satinav
2179,Telltale Games,The Walking Dead: A Telltale Games Series
2180,Square Enix,The Walking Dead: A Telltale Games Series
2181,Telltale Games,The Walking Dead: A Telltale Games Series
2182,Square Enix,The Walking Dead: A Telltale Games Series
2183,Robomodo,Tony Hawk's Pro Skater HD
2184,Right Square Bracket Left Square Bracket Games,Dyad (2012)
2185,n-Space,Heroes of Ruin
2186,JoWooD Entertainment AG,SpellForce 2: Faith in Destiny
2187,Iron Galaxy Studios,Wreckateer
2188,Square Enix,Kingdom Hearts 3D: Dream Drop Distance
2189,Radical Entertainment,Prototype 2
2190,Big Cave Games,ORC: Vengeance
2191,Tequila Works,Deadlight
2192,Career Soft,Growlanser: Wayfarer of Time
2193,SideQuest Studios,Rainbow Moon
2194,Stardock,The Political Machine 2012
2195,Robot Entertainment,Orcs Must Die! 2
2196,ZootFly,The Expendables 2 Videogame
2197,Nintendo,New Super Mario Bros. 2
2198,Arc System Works,Persona 4 Arena
2199,Arc System Works,Persona 4 Arena
2200,Ronimo Games,Awesomenauts
2201,Abstraction Games,Awesomenauts
2202,Emobi Games,7554
2203,SCEA,Sound Shapes
2204,Engient,Rigonauts
2205,SCEA,Sound Shapes
2206,Mountain Sheep,Death Rally (2012)
2207,Remedy Entertainment,Death Rally (2012)
2208,5TH Cell,Hybrid (2012)
2209,Gunfire Games,Darksiders II
2210,Vigil Games,Darksiders II
2211,Kaiko,Darksiders II
2212,Feral Interactive,Sleeping Dogs
2213,United Front Games,Sleeping Dogs
2214,Gunfire Games,Darksiders II
2215,Vigil Games,Darksiders II
2216,Kaiko,Darksiders II
2217,Empty Clip Studios,Symphony (2012)
2218,Feral Interactive,Sleeping Dogs
2219,United Front Games,Sleeping Dogs
2220,Feral Interactive,Sleeping Dogs
2221,United Front Games,Sleeping Dogs
2222,Humble Hearts,Dust: An Elysian Tail
2223,Minority Media Inc.,Papo & Yo
2224,Qooc Soft,Kung Fu Strike: The Warrior's Rise
2225,Qooc Software,Kung Fu Strike: The Warrior's Rise
2226,Vigil Games,Darksiders II
2227,Gunfire Games,Darksiders II
2228,Kaiko,Darksiders II
2229,Novacore Studios,Legends of Pegasus
2230,24 Carat Games,Retro/Grade
2231,Mercenary Technologies,Transformers: Fall of Cybertron
2232,High Moon Studios,Transformers: Fall of Cybertron
2233,Mercenary Technologies,Transformers: Fall of Cybertron
2234,High Moon Studios,Transformers: Fall of Cybertron
2235,Talawa Games,Unmechanical
2236,Teotl Studios,Unmechanical
2237,Grip Games,Unmechanical
2238,Mercenary Technologies,Transformers: Fall of Cybertron
2239,High Moon Studios,Transformers: Fall of Cybertron
2240,EA Tiburon,Madden NFL 13
2241,Acony Games,Bullet Run
2242,EA Tiburon,Madden NFL 13
2243,Harmonix Music Systems,Rock Band Blitz
2244,Capcom,JoJo's Bizarre Adventure HD Ver.
2245,Capcom,JoJo's Bizarre Adventure HD Ver.
2246,Fishlabs,Galaxy On Fire 2 Full HD
2247,Telltale Games,The Walking Dead: A Telltale Games Series
2248,Square Enix,The Walking Dead: A Telltale Games Series
2249,Ubisoft Singapore,Tom Clancy's Ghost Recon Phantoms
2250,EA Tiburon,Madden NFL 13
2251,Valve Software,Counter-Strike: Global Offensive
2252,BioWare,Mass Effect 3
2253,Straight Right,Mass Effect 3
2254,Big Robot Ltd,AVSEQ
2255,Valve Software,Counter-Strike: Global Offensive
2256,Valve Software,Counter-Strike: Global Offensive
2257,PlatinumGames,Anarchy Reigns
2258,System Prisma,Legasista
2259,Acquire,Way of the Samurai 4
2260,Klei Entertainment,Mark of the Ninja
2261,Retro Affect,Snapshot
2262,From Software,Dark Souls
2263,Spooky Squid Games,They Bleed Pixels
2264,ArenaNet,Guild Wars 2
2265,Bandai Namco Games,Tekken Tag Tournament 2
2266,Namco Bandai Games,Tekken Tag Tournament 2
2267,Electronic Arts,NHL 13
2268,Electronic Arts,NHL 13
2269,Chillingo Ltd,Tiny Troopers
2270,Kukouri Mobile Entertainment,Tiny Troopers
2271,WayForward,Double Dragon: Neon
2272,WayForward,Double Dragon: Neon
2273,Hello Games,Joe Danger 2: The Movie
2274,Four Door Lemon,Joe Danger 2: The Movie
2275,EA Games,The Sims 3
2276,Iron Monkey,The Sims 3
2277,Exient Entertainment,The Sims 3
2278,The Sims Studio,The Sims 3
2279,Maxis,The Sims 3
2280,Electronic Arts,The Sims 3
2281,EA Redwood Shores,The Sims 3
2282,EA Mobile,The Sims 3
2283,Sega,Jet Set Radio
2284,Smilebit,Jet Set Radio
2285,Blit,Jet Set Radio
2286,Eyebrow Interactive,Closure
2287,Subset Games,FTL: Faster Than Light
2288,Gearbox Software,Borderlands 2
2289,Aspyr,Borderlands 2
2290,Iron Galaxy Studios,Borderlands 2
2291,Crispy's,Tokyo Jungle
2292,Tarsier Studios,LittleBigPlanet PS Vita
2293,Double Eleven,LittleBigPlanet PS Vita
2294,SuperMassive Games,LittleBigPlanet PS Vita
2295,Konami,Pro Evolution Soccer 2013
2296,Codemasters,F1 2012
2297,Codemasters,F1 2012
2298,Konami,Pro Evolution Soccer 2013
2299,Okugi Studio,Shad'O
2300,Gearbox Software,Borderlands 2
2301,Aspyr,Borderlands 2
2302,Iron Galaxy Studios,Borderlands 2
2303,Alkemi Games,Transcripted
2304,Gearbox Software,Borderlands 2
2305,Aspyr,Borderlands 2
2306,Iron Galaxy Studios,Borderlands 2
2307,Team Ninja,Dead or Alive 5
2308,Runic Games,Torchlight II
2309,Team Ninja,Dead or Alive 5
2310,Arkedo Studio,Hell Yeah! Wrath of the Dead Rabbit
2311,Mad Catz,Damage Inc.: Pacific Squadron WWII
2312,QLOC,Resident Evil 6
2313,Capcom,Resident Evil 6
2314,Arkedo Studio,Hell Yeah! Wrath of the Dead Rabbit
2315,Electronic Arts,FIFA Soccer 13
2316,Electronic Arts,FIFA Soccer 13
2317,BlueGiant Interactive,Tryst
2318,Frogwares,The Testament of Sherlock Holmes
2319,QLOC,Resident Evil 6
2320,Capcom,Resident Evil 6
2321,Game Freak,Pokemon Black/White Version 2
2322,Robot Entertainment,Hero Academy
2323,Omega Force,One Piece: Pirate Warriors
2324,Game Freak,Pokemon Black/White Version 2
2325,Wizarbox,Realms of Ancient War
2326,Electronic Arts,FIFA Soccer 13
2327,Sonic Team,NiGHTS Into Dreams...
2328,Sega,NiGHTS Into Dreams...
2329,HB Studios Multimedia,NBA Baller Beats
2330,Fatshark AB,War of the Roses
2331,Arkane Studios,Dishonored
2332,Arkane Studios,Dishonored
2333,Arkane Studios,Dishonored
2334,Firaxis Games,XCOM: Enemy Unknown
2335,Feral Interactive,XCOM: Enemy Unknown
2336,2K Games,XCOM: Enemy Unknown
2337,Firaxis Games,XCOM: Enemy Unknown
2338,Feral Interactive,XCOM: Enemy Unknown
2339,2K Games,XCOM: Enemy Unknown
2340,Spike,Dragon Ball Z for Kinect
2341,Firaxis Games,XCOM: Enemy Unknown
2342,Feral Interactive,XCOM: Enemy Unknown
2343,2K Games,XCOM: Enemy Unknown
2344,Milestone S.r.l,WRC 3: FIA World Rally Championship
2345,Boss Baddie,WRC 3: FIA World Rally Championship
2346,Lionhead Studios,Fable: The Journey
2347,Telltale Games,The Walking Dead: A Telltale Games Series
2348,Square Enix,The Walking Dead: A Telltale Games Series
2349,PLAYGROUND,Forza Horizon
2350,Level 5,Professor Layton and the Miracle Mask
2351,Virtuos,NBA 2K13
2352,2K Sports,NBA 2K13
2353,Visual Concepts,NBA 2K13
2354,Virtuos,NBA 2K13
2355,2K Sports,NBA 2K13
2356,Visual Concepts,NBA 2K13
2357,Level 5,Inazuma Eleven Strikers
2358,Vblank Entertainment Inc.,Retro City Rampage
2359,Telltale Games,The Walking Dead: A Telltale Games Series
2360,Square Enix,The Walking Dead: A Telltale Games Series
2361,Telltale Games,The Walking Dead: A Telltale Games Series
2362,Square Enix,The Walking Dead: A Telltale Games Series
2363,Vblank Entertainment Inc.,Retro City Rampage
2364,Griptonite Games,Warlords (2011)
2365,Giant Sparrow,The Unfinished Swan
2366,Armature Studio,The Unfinished Swan
2367,Harmonix Music Systems,Dance Central 3
2368,Behaviour Interactive,Naughty Bear: Panic in Paradise
2369,Different Tuna,Derrick the Deathfin
2370,Gearbox Software,Borderlands 2
2371,Aspyr,Borderlands 2
2372,Iron Galaxy Studios,Borderlands 2
2373,Compile Heart,Mugen Souls
2374,GCREST,Mugen Souls
2375,Grasshopper Manufacture,Liberation Maiden
2376,Eurocom Entertainment Software,007 Legends
2377,Eurocom Entertainment Software,007 Legends
2378,Toylogic Inc.,Happy Wars
2379,WayForward,Silent Hill: Book of Memories
2380,Ubisoft,Just Dance 4
2381,Ubisoft Paris,Just Dance 4
2382,Ubisoft,Just Dance 4
2383,Ubisoft Paris,Just Dance 4
2384,Ubisoft,Just Dance 4
2385,Ubisoft Paris,Just Dance 4
2386,Blizzard Entertainment,World of Warcraft
2387,ChunSoft,Zero Escape: Virtue's Last Reward
2388,Sports Interactive,Football Manager 2013
2389,Shiver Games,Lucius
2390,UIG Entertainment,Lucius
2391,The Farm 51,Painkiller: Hell & Damnation
2392,Danger Close,Medal of Honor: Warfighter
2393,Danger Close,Medal of Honor: Warfighter
2394,Devolver Digital,Hotline Miami
2395,Dennaton,Hotline Miami
2396,Abstraction Games,Hotline Miami
2397,Dream Bot Studios LLC,Zombie Driver HD
2398,EXOR Studios,Zombie Driver HD
2399,Ubisoft,Assassin's Creed III
2400,Ubisoft Quebec,Assassin's Creed III
2401,Criterion Games,Need for Speed: Most Wanted - A Criterion Game
2402,Criterion Games,Need for Speed: Most Wanted - A Criterion Game
2403,THQ,WWE '13
2404,Yuke's,WWE '13
2405,High Voltage Software,Zone of the Enders HD Collection
2406,Ubisoft Sofia,Assassin's Creed III: Liberation
2407,Ubisoft,Assassin's Creed III: Liberation
2408,343 Industries,Halo 4
2409,Certain Affinity,Halo 4
2410,Media Molecule,LittleBigPlanet Karting
2411,United Front Games,LittleBigPlanet Karting
2412,High Voltage Software,Zone of the Enders HD Collection
2413,Marvelous AQL,Super Monkey Ball: Banana Splitz
2414,Studio Saizensen,Code of Princess
2415,SCEE London Studio,Wonderbook: Book of Spells
2416,Might and Delight,Pid
2417,Might and Delight,Pid
2418,ChunSoft,Zero Escape: Virtue's Last Reward
2419,Lukewarm Media,Primal Carnage
2420,Intelligent Systems,Paper Mario: Sticker Star
2421,Codemasters,F1 Race Stars
2422,Codemasters,F1 Race Stars
2423,Codemasters,F1 Race Stars
2424,Treyarch,Call of Duty: Black Ops II
2425,Cyanide,Of Orcs and Men
2426,Spiders,Of Orcs and Men
2427,Unknown Worlds Entertainment,Natural Selection 2
2428,Treyarch,Call of Duty: Black Ops II
2429,Ubisoft Montpellier,ZombiU
2430,Treyarch,Call of Duty: Black Ops II
2431,Nintendo,New Super Mario Bros. U
2432,Blitz Games Studios,Disney Epic Mickey 2: The Power of Two
2433,Disney Interactive Studios,Disney Epic Mickey 2: The Power of Two
2434,Junction Point,Disney Epic Mickey 2: The Power of Two
2435,Feral Interactive,Hitman: Absolution
2436,Io Interactive,Hitman: Absolution
2437,Team Ninja,Ninja Gaiden 3: Razor's Edge
2438,Nintendo,Nintendo Land
2439,Liquid Entertainment,Karateka (2012)
2440,SuperBot Entertainment,PlayStation All-Stars Battle Royale
2441,Bluepoint Games,PlayStation All-Stars Battle Royale
2442,FreeStyleGames,SiNG Party
2443,Vigil Games,Darksiders II
2444,Gunfire Games,Darksiders II
2445,Kaiko,Darksiders II
2446,SuperBot Entertainment,PlayStation All-Stars Battle Royale
2447,Bluepoint Games,PlayStation All-Stars Battle Royale
2448,TT Games,LEGO The Lord of the Rings
2449,Traveller's Tales,LEGO The Lord of the Rings
2450,Feral Interactive,LEGO The Lord of the Rings
2451,Stardock,Elemental: Fallen Enchantress
2452,Sumo Digital,Sonic & All-Stars Racing Transformed
2453,Telltale Games,The Walking Dead: A Telltale Games Series
2454,Square Enix,The Walking Dead: A Telltale Games Series
2455,Sumo Digital,Sonic & All-Stars Racing Transformed
2456,2 Dawn Games,Ravaged
2457,ATLUS,Persona 4 Golden
2458,Sumo Digital,Sonic & All-Stars Racing Transformed
2459,Telltale Games,The Walking Dead: A Telltale Games Series
2460,Square Enix,The Walking Dead: A Telltale Games Series
2461,Telltale Games,The Walking Dead: A Telltale Games Series
2462,Square Enix,The Walking Dead: A Telltale Games Series
2463,Feral Interactive,Batman: Arkham City
2464,Rocksteady Studios,Batman: Arkham City
2465,WB Games Montreal,Batman: Arkham City
2466,Namco,Tank! Tank! Tank!
2467,Namco Bandai Games,Tank! Tank! Tank!
2468,DreamRift,Disney Epic Mickey: The Power of Illusion
2469,BioWare,Mass Effect 3
2470,Straight Right,Mass Effect 3
2471,Ubisoft,Assassin's Creed III
2472,Ubisoft Quebec,Assassin's Creed III
2473,Nihilistic,Call of Duty: Black Ops Declassified
2474,Treyarch,Call of Duty: Black Ops II
2475,Electronic Arts,FIFA Soccer 13
2476,5TH Cell,Scribblenauts Unlimited
2477,Warner Bros.,Scribblenauts Unlimited
2478,Ubisoft Montreal,Far Cry 3
2479,Ubisoft Montreal,Far Cry 3
2480,BioWare,Mass Effect 3
2481,Straight Right,Mass Effect 3
2482,Firaxis Games,XCOM: Enemy Unknown
2483,Feral Interactive,XCOM: Enemy Unknown
2484,2K Games,XCOM: Enemy Unknown
2485,Insomniac Games,Ratchet & Clank: Full Frontal Assault
2486,Tin Giant,Ratchet & Clank: Full Frontal Assault
2487,Ubisoft Montreal,Far Cry 3
2488,Overhaul Games,Baldur's Gate: Enhanced Edition
2489,Beamdog,Baldur's Gate: Enhanced Edition
2490,Monolith Productions,Guardians of Middle-Earth
2491,"Frozenbyte, Inc.",Trine 2
2492,Sony Online Entertainment,PlanetSide 2
2493,Daybreak Games,PlanetSide 2
2494,Digital Reality,Black Knight Sword
2495,Grasshopper Manufacture,Black Knight Sword
2496,IonFX,Miasmata
2497,Daedalic Entertainment,Chaos on Deponia
2498,Dark Vale Games,FORGE (2012)
2499,Tomorrow Corporation,Little Inferno
2500,Code Mystics Inc.,Little Inferno
2501,QLOC,DmC: Devil May Cry
2502,Ninja Theory,DmC: Devil May Cry
2503,Cardboard Computer,Kentucky Route Zero - Act I
2504,Richard Hofmeier,Cart Life
2505,QLOC,DmC: Devil May Cry
2506,Ninja Theory,DmC: Devil May Cry
2507,QLOC,DmC: Devil May Cry
2508,Ninja Theory,DmC: Devil May Cry
2509,Hammerpoint Interactive,Infestation: Survivor Stories (The War Z)
2510,Sandlot,Earth Defense Force 2017 Portable
2511,Double Fine Productions,The Cave
2512,Level 5,Ni no Kuni: Wrath of the White Witch
2513,5pb,Corpse Party: Book of Shadows
2514,Born Ready Games,Strike Suit Zero
2515,17 Bit,Skulls of the Shogun
2516,Demruth,Antichamber
2517,Intelligent Systems,Fire Emblem: Awakening
2518,Visceral Games,Dead Space 3
2519,Visceral Games,Dead Space 3
2520,Sanzaru Games,Sly Cooper: Thieves in Time
2521,Cadenza,Retrovirus
2522,Gearbox Software,Aliens: Colonial Marines
2523,Gearbox Software,Aliens: Colonial Marines
2524,Kalypso,Omerta: City of Gangsters
2525,Spicy Horse,Akaneiro: Demon Hunters
2526,Ed Key and David Kanaga,Proteus
2527,Analgesic Productions,Anodyne
2528,PlatinumGames,Metal Gear Rising: Revengeance
2529,TransGaming Inc.,Metal Gear Rising: Revengeance
2530,PlatinumGames,Metal Gear Rising: Revengeance
2531,TransGaming Inc.,Metal Gear Rising: Revengeance
2532,Crytek,Crysis 3
2533,Crytek,Crysis 3
2534,Crytek,Crysis 3
2535,Ubisoft,Assassin's Creed III
2536,Ubisoft Quebec,Assassin's Creed III
2537,Awesome Games Studio,Oozi: Earth Adventure
2538,Crystal Dynamics,Tomb Raider
2539,Feral Interactive,Tomb Raider
2540,Nixxes Software,Tomb Raider
2541,United Front Games,Tomb Raider
2542,Double Fine Productions,Brutal Legend
