,Game Title,Platform
2857,Red Goddess: Inner World,PlayStation 4
2858,Everybody's Gone to the Rapture,PlayStation 4
2859,The Talos Principle,PC
2860,Volume,PC
2861,Devil's Third,Wii U
2862,Tales from the Borderlands: A Telltale Game Series,PC
2863,The Bridge,Xbox One
2864,Until Dawn,PlayStation 4
2865,Dragon Age: Inquisition,PlayStation 4
2866,Gears of War,Xbox One
2867,Metal Gear Solid V: The Phantom Pain,PlayStation 4
2868,Danganronpa Another Episode: Ultra Despair Girls,PlayStation Vita
2869,LBX: Little Battlers eXperience,3DS
2870,Madden NFL 16,PlayStation 4
2871,ZombiU,PlayStation 4
2872,Mega Man Legacy Collection,Xbox One
2873,Disney Infinity 3.0 Edition,Android
2874,Dishonored,PlayStation 4
2875,Mad Max,PlayStation 4
2876,Sorcerer King,PC
2877,Toy Soldiers: War Chest,PlayStation 4
2878,Super Mario Maker,Wii U
2879,Tearaway,PlayStation 4
2880,Pillars of Eternity,PC
2881,Forza Motorsport 6,Xbox One
2882,Pro Evolution Soccer 2016,Xbox One
2883,Pro Evolution Soccer 2016,Xbox 360
2884,Pro Evolution Soccer 2016,PlayStation 3
2885,Pro Evolution Soccer 2016,PlayStation 4
2886,Pro Evolution Soccer 2016,PC
2887,NHL 16,Xbox One
2888,NHL 16,PlayStation 4
2889,Satellite Reign,PC
2890,SOMA,PC
2891,Shadowrun: Hong Kong,PC
2892,World of Warships,PC
2893,Act of Aggression,PC
2894,Skylanders SuperChargers,PlayStation 4
2895,Skylanders SuperChargers,Wii U
2896,Destiny,PlayStation 4
2897,FIFA 16,PC
2898,FIFA 16,Xbox 360
2899,FIFA 16,Xbox One
2900,FIFA 16,PlayStation 4
2901,FIFA 16,PlayStation 3
2902,Blood Bowl 2,PC
2903,Blood Bowl 2,PlayStation 4
2904,Blood Bowl 2,Xbox One
2905,Afro Samurai 2: Revenge of Kuma Volume One,PlayStation 4
2906,Uncharted: The Nathan Drake Collection,PlayStation 4
2907,Uncharted: The Nathan Drake Collection,PlayStation 4
2908,NBA 2K16,Xbox One
2909,NBA 2K16,PlayStation 4
2910,The Beginner's Guide,PC
2911,Armello,PC
2912,Cities: Skylines,PC
2913,Rock Band 4,PlayStation 4
2914,Tony Hawk's Pro Skater 5,Xbox One
2915,Tony Hawk's Pro Skater 5,PlayStation 4
2916,Sid Meier's Civilization: Beyond Earth,PC
2917,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PlayStation 4
2918,The Witcher 3: Wild Hunt,PC
2919,Elite: Dangerous,Xbox One
2920,Grand Ages: Medieval,PC
2921,Chibi-Robo! Zip Lash,3DS
2922,Runbow,Wii U
2923,Transformers: Devastation,Xbox One
2924,Fatal Frame: Maiden of Black Water,Wii U
2925,Minecraft: Story Mode - A Telltale Games Series,PC
2926,Prison Architect,PC
2927,NBA Live 16,PlayStation 4
2928,Jotun,PC
2929,Jotun,PlayStation 4
2930,Jotun,Xbox One
2931,Animal Crossing: Happy Home Designer,3DS
2932,Tales from the Borderlands: A Telltale Game Series,PC
2933,Guitar Hero Live,PlayStation 4
2934,Life is Strange,PC
2935,The Legend of Legacy,3DS
2936,The Legend of Zelda: Tri Force Heroes,3DS
2937,Mushroom 11,PC
2938,Assassin's Creed Syndicate,PlayStation 4
2939,Tales of Zestiria,PlayStation 4
2940,Halo 5: Guardians,Xbox One
2941,The Park,PC
2942,Armikrog,Macintosh
2943,Sword Coast Legends,PC
2944,Minecraft: Story Mode - A Telltale Games Series,PC
2945,Need for Speed,PlayStation 4
2946,Need for Speed,Xbox One
2947,Call of Duty: Black Ops 3,PlayStation 4
2948,Call of Duty: Black Ops 3,Xbox One
2949,Yo-Kai Watch,3DS
2950,Downwell,PC
2951,Rise of the Tomb Raider,PlayStation 4
2952,Fallout 4,PlayStation 4
2953,Fallout 4,Xbox One
2954,Fallout 4,PC
2955,WWE 2K16,PlayStation 4
2956,Warhammer: End Times - Vermintide,PC
2957,Football Manager 2016,PC
2958,Read Only Memories,PC
2959,Star Wars Battlefront,PC
2960,Star Wars Battlefront,PlayStation 4
2961,Star Wars Battlefront,Xbox One
2962,Game of Thrones: A Telltale Games Series,PC
2963,Mario Tennis: Ultra Smash,Wii U
2964,Starcraft II: Legacy of the Void,PC
2965,Undertale,PC
2966,Undertale,Macintosh
2967,Bloodborne,PlayStation 4
2968,Anno 2205,PC
2969,Minecraft: Story Mode - A Telltale Games Series,PC
2970,Minecraft: Story Mode - A Telltale Games Series,Xbox One
2971,Skyshine's Bedlam,PC
2972,The Crew,PlayStation 4
2973,Xenoblade Chronicles X,Wii U
2974,Just Cause 3,PlayStation 4
2975,Just Cause 3,PC
2976,Just Cause 3,Xbox One
2977,Tom Clancy's Rainbow Six Siege,Xbox One
2978,Tom Clancy's Rainbow Six Siege,PC
2979,Tom Clancy's Rainbow Six Siege,PlayStation 4
2980,Yakuza 5,PlayStation 3
2981,Beyond: Two Souls,PlayStation 4
2982,Amplitude,PlayStation 4
2983,Assassin's Creed Chronicles: India,Xbox One
2984,Oxenfree,PC
2985,"That Dragon, Cancer",PC
2986,"That Dragon, Cancer",Macintosh
2987,Fat Princess Adventures,PlayStation 4
2988,Resident Evil 0,Xbox One
2989,DiRT Rally,PC
2990,King's Quest,PC
2991,Homeworld: Deserts of Kharak,PC
2992,The Witness,PlayStation 4
2993,Minecraft: Story Mode - A Telltale Games Series,PC
2994,SteamWorld Heist,3DS
2995,Final Fantasy Explorers,3DS
2996,Gravity Rush,PlayStation 4
2997,This War of Mine: The Little Ones,Xbox One
2998,Tharsis,PC
2999,Bombshell,PC
3000,Mario & Luigi: Paper Jam,3DS
3001,LEGO Marvel's Avengers,PlayStation 4
3002,Hard West,PC
3003,XCOM 2,PC
3004,XCOM 2,Xbox One
3005,XCOM 2,PlayStation 4
3006,The Deadly Tower of Monsters,PlayStation 4
3007,Blade & Soul,PC
3008,The Mean Greens: Plastic Warfare,PC
3009,Devilian,PC
3010,Unravel,PlayStation 4
3011,Firewatch,PC
3012,Firewatch,PlayStation 4
3013,Darkest Dungeon,PC
3014,Darkest Dungeon,PlayStation 4
3015,Darkest Dungeon,PlayStation Vita
3016,Layers of Fear,PC
3017,Fire Emblem Fates,3DS
3018,Dying Light,PlayStation 4
3019,Fire Emblem Fates,3DS
3020,Fire Emblem Fates,3DS
3021,Plants vs Zombies: Garden Warfare 2,PlayStation 4
3022,Plants vs Zombies: Garden Warfare 2,Xbox One
3023,Far Cry Primal,PlayStation 4
3024,Far Cry Primal,PC
3025,Far Cry Primal,Xbox One
3026,The Walking Dead: Michonne - A Telltale Miniseries,Xbox One
3027,The Walking Dead: Michonne - A Telltale Miniseries,PC
3028,Street Fighter V,PlayStation 4
3029,Street Fighter V,PC
3030,Assassin's Creed Chronicles: Russia,Xbox One
3031,Arslan: The Warriors of Legend,PlayStation 4
3032,The Flame in the Flood,PC
3033,SUPERHOT,PC
3034,The Legend of Zelda: Twilight Princess,Wii U
3035,Pillars of Eternity,PC
3036,Fortified,PC
3037,Klaus,PlayStation 4
3038,Gears of War,PC
3039,Devil Daggers,PC
3040,Heavy Rain,PlayStation 4
3041,Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation 4
3042,Project X Zone 2,3DS
3043,Hitman,PlayStation 4
3044,Dariusburst: Chronicle Saviours,PC
3045,Dariusburst: Chronicle Saviours,PlayStation 4
3046,Dariusburst: Chronicle Saviours,PlayStation Vita
3047,Tom Clancy's The Division,PlayStation 4
3048,Tom Clancy's The Division,PC
3049,Tom Clancy's The Division,Xbox One
3050,Pokken Tournament,Wii U
3051,Casey Powell Lacrosse 16,PC
3052,Shardlight,PC
3053,EA Sports UFC 2,Xbox One
3054,Hyrule Warriors,3DS
3055,Cities: Skylines,PC
3056,Moon Hunters,PC
3057,Republique Remastered,PlayStation 4
3058,Galactic Civilizations III,PC
3059,ADR1FT,PC
3060,Trackmania Turbo,PlayStation 4
3061,Trackmania Turbo,Xbox One
3062,Trackmania Turbo,PC
3063,Samorost 3,PC
3064,Samorost 3,Macintosh
3065,Ashes of the Singularity,PC
3066,Severed,PlayStation Vita
3067,The Walking Dead: Michonne - A Telltale Miniseries,Xbox One
3068,Hitman,PlayStation 4
3069,P.O.L.L.E.N,PC
3070,Offworld Trading Company,PC
3071,"Invisible, Inc.",PlayStation 4
3072,Uncharted 4: A Thief's End,PlayStation 4
3073,Chronos,PC
3074,Battleborn,Xbox One
3075,Battleborn,PC
3076,Battleborn,PlayStation 4
3077,Galak-Z: The Dimensional,PC
3078,Alienation,PlayStation 4
3079,The Magic Circle,PlayStation 4
3080,Soft Body,PC
3081,TASTEE: Lethal Tactics,PC
3082,Stellaris,PC
3083,DOOM,PC
3084,DOOM,Xbox One
3085,DOOM,PlayStation 4
3086,Homefront: The Revolution,PC
3087,Homefront: The Revolution,PlayStation 4
3088,Homefront: The Revolution,Xbox One
3089,Total War: WARHAMMER,PC
3090,Party Hard,PlayStation 4
3091,Shadow of the Beast,PlayStation 4
3092,Hitman GO,PC
3093,Overwatch,PC
3094,Fallout 4,PlayStation 4
3095,Fallout 4,Xbox One
3096,Fallout 4,PC
3097,Kirby: Planet Robobot,3DS
3098,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4
3099,The Witcher 3: Wild Hunt,PC
3100,Duelyst,PC
3101,Odin Sphere Leifthrasir,PlayStation 4
3102,Mirror's Edge Catalyst,Xbox One
3103,Edge of Nowhere,PC
3104,Excubitor,PC
3105,Sherlock Holmes: The Devil's Daughter,PC
3106,Tropico 5,Xbox One
3107,Dangerous Golf,PlayStation 4
3108,Hearts of Iron IV,PC
3109,Mighty No. 9,PlayStation 4
3110,Mighty No. 9,Xbox One
3111,Tokyo Mirage Sessions #FE,Wii U
3112,The Way,PC
3113,Trials of the Blood Dragon,PlayStation 4
3114,Star Ocean: Integrity and Faithlessness,PlayStation 4
3115,INSIDE,Xbox One
3116,INSIDE,PlayStation 4
3117,LEGO Star Wars: The Force Awakens,PlayStation 4
3118,Umbrella Corps,PlayStation 4
3119,The Solus Project,PC
3120,Zero Escape: Zero Time Dilemma,3DS
3121,Tom Clancy's The Division,Xbox One
3122,Dead by Daylight,PC
3123,Duskers,PC
3124,Space Run Galaxy,PC
3125,I Get This Call Every Day,PC
3126,7th Dragon III Code: VFD,3DS
3127,Asemblance,PlayStation 4
3128,7 Days to Die,Xbox One
3129,Song of the Deep,PlayStation 4
3130,Furi,PlayStation 4
3131,Breached,PC
3132,Monster Hunter Generations,3DS
3133,Pokemon GO,iOS (iPhone/iPad)
3134,Pokemon GO,Android
3135,Videoball,PC
3136,Videoball,PlayStation 4
3137,The Technomancer,PlayStation 4
3138,Ghostbusters,PlayStation 4
3139,Brigador,PC
3140,I Am Setsuna,PlayStation 4
3141,The Assembly,PC
3142,Headlander,PlayStation 4
3143,Quadrilateral Cowboy,PC
3144,Necropolis,PC
3145,God Eater Resurrection,PlayStation 4
3146,Batman: The Telltale Series,PC
3147,ABZU,PlayStation 4
3148,ABZU,PC
3149,This Is the Police,PC
3150,Kentucky Route Zero,PC
3151,No Man's Sky,PlayStation 4
3152,Bound,PlayStation 4
3153,Deus Ex GO,iOS (iPhone/iPad)
3154,Deus Ex: Mankind Divided,PC
3155,The King of Fighters XIV,PlayStation 4
3156,Metroid Prime: Federation Force,3DS
3157,Madden NFL 17,PlayStation 4
3158,Madden NFL 17,Xbox One
3159,Attack on Titan,PlayStation 4
3160,JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation 4
3161,Alone With You,PlayStation 4
3162,Alone With You,PlayStation Vita
3163,Master of Orion,PC
3164,Obduction,PC
3165,Valley,PC
3166,Valley,Xbox One
3167,Valley,PlayStation 4
3168,Grow Up,PlayStation 4
3169,Mother Russia Bleeds,PC
3170,F1 2016,PlayStation 4
3171,Phoenix Wright: Ace Attorney - Spirit of Justice,3DS
3172,NHL 17,Xbox One
3173,NHL 17,PlayStation 4
3174,The Final Station,PC
3175,ReCore,Xbox One
3176,The Tomorrow Children,PlayStation 4
3177,Shin Megami Tensei IV: Apocalypse,3DS
3178,Worms W.M.D,PC
3179,Worms W.M.D,Xbox One
3180,Pac-Man Championship Edition 2,PlayStation 4
3181,Pac-Man Championship Edition 2,Xbox One
3182,Pac-Man Championship Edition 2,PC
3183,RIVE,PC
3184,RIVE,PlayStation 4
3185,Batman: The Telltale Series,PC
3186,Forza Horizon 3,PC
3187,Forza Horizon 3,Xbox One
3188,God Eater 2,PlayStation 4
3189,Pro Evolution Soccer 2017,PlayStation 4
3190,NBA 2K17,PlayStation 4
3191,Destiny,PlayStation 4
3192,Destiny,Xbox One
3193,FIFA 17,PlayStation 4
3194,FIFA 17,Xbox One
3195,World of Warcraft,PC
3196,River City: Tokyo Rumble,3DS
3197,Azure Striker Gunvolt 2,3DS
3198,Sonic Boom: Fire & Ice,3DS
3199,Batman: Arkham VR,PlayStation 4
3200,PlayStation VR WORLDS,PlayStation 4
3201,Thumper,PlayStation 4
3202,SuperHyperCube,PlayStation 4
3203,Until Dawn: Rush of Blood,PlayStation 4
3204,Paper Mario: Color Splash,Wii U
3205,Yo-Kai Watch 2,3DS
3206,Gears of War 4,Xbox One
3207,Battlezone,PlayStation 4
3208,Rez,PlayStation 4
3209,Atlas Reactor,PC
3210,Giant Machines 2017,PC
3211,Duke Nukem 3D: 20th Anniversary World Tour,PC
3212,Mafia III,PlayStation 4
3213,Mafia III,Xbox One
3214,Mafia III,PC
3215,Skylanders Imaginators,PlayStation 4
3216,Shadow Warrior 2,PC
3217,RIGS: Mechanized Combat League,PlayStation 4
3218,Battlefield 1,PC
3219,Battlefield 1,Xbox One
3220,Battlefield 1,PlayStation 4
3221,Eagle Flight,PC
3222,WWE 2K17,PlayStation 4
3223,The Silver Case,PC
3224,100ft Robot Golf,PlayStation 4
3225,Titanfall 2,PlayStation 4
3226,Titanfall 2,Xbox One
3227,Sid Meier's Civilization VI,PC
3228,World of Final Fantasy,PlayStation 4
3229,BUTCHER,PC
3230,Dark Souls III,PlayStation 4
3231,Dark Souls III,Xbox One
3232,Dark Souls III,PC
3233,Oceanhorn: Monster of Uncharted Seas,PlayStation 4
3234,Owlboy,PC
3235,Batman: The Telltale Series,PC
3236,Call of Duty: Infinite Warfare,PC
3237,Call of Duty: Infinite Warfare,Xbox One
3238,Call of Duty: Infinite Warfare,PlayStation 4
